player_id,player_object_id,player_name,dob,dod,gender,batting_style,bowling_style,country_id,image_url,image_metadata
50884,274785,Nitin Saini,1988-10-28,,M,right-hand bat,,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/152900/152980.1.jpg","{""id"": 152980, ""objectId"": 598991, ""slug"": ""nitin-saini"", ""url"": ""/db/PICTURES/CMS/152900/152980.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Nitin Saini"", ""longCaption"": ""Nitin Saini"", ""credit"": ""ESPNcricinfo Ltd"", ""photographer"": null, ""peerUrls"": null}"
11984,5766,David Hussey,1977-07-15,,M,right-hand bat,right-arm offbreak,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/202500/202593.1.jpg","{""id"": 202593, ""objectId"": 817119, ""slug"": ""david-hussey-player-pic"", ""url"": ""/db/PICTURES/CMS/202500/202593.1.jpg"", ""width"": 160, ""height"": 192, ""caption"": ""David Hussey player pic"", ""longCaption"": ""David Hussey player profile pic"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
4173,39024,Azhar Mahmood,1975-02-28,,M,right-hand bat,right-arm fast-medium,7,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302700/302738.jpg","{""id"": 302738, ""objectId"": 1221072, ""slug"": ""azhar-mahmood-portrait"", ""url"": ""/db/PICTURES/CMS/302700/302738.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Azhar Mahmood portrait"", ""longCaption"": ""Azhar Mahmood portrait, April, 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
66725,537124,Gurkeerat Singh Mann,1990-06-29,,M,right-hand bat,right-arm offbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/309000/309064.jpg","{""id"": 309064, ""objectId"": 1232578, ""slug"": ""gurkeerat-singh-mann-portrait"", ""url"": ""/db/PICTURES/CMS/309000/309064.jpg"", ""width"": 160, ""height"": 199, ""caption"": ""Gurkeerat Singh Mann portrait"", ""longCaption"": ""Gurkeerat Singh Mann portrait, September 2020"", ""credit"": ""BCCI"", ""photographer"": null, ""peerUrls"": null}"
95429,1070665,Dewald Brevis,2003-04-29,,M,right-hand bat,legbreak,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/333900/333935.4.jpg","{""id"": 333935, ""objectId"": 1299640, ""slug"": ""dewald-brevis-player-profile"", ""url"": ""/db/PICTURES/CMS/333900/333935.4.jpg"", ""width"": 160, ""height"": 235, ""caption"": ""Dewald Brevis player profile"", ""longCaption"": ""Dewald Brevis player profile"", ""credit"": ""ICC/Getty Images"", ""photographer"": ""Ashley Allen"", ""peerUrls"": null}"
61990,446507,Suryakumar Yadav,1990-09-14,,M,right-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/329300/329343.4.jpg","{""id"": 329343, ""objectId"": 1285439, ""slug"": ""suryakumar-yadav-portrait"", ""url"": ""/db/PICTURES/CMS/329300/329343.4.jpg"", ""width"": 160, ""height"": 257, ""caption"": ""Suryakumar Yadav, portrait"", ""longCaption"": ""Suryakumar Yadav, portrait"", ""credit"": ""ICC/Getty Images"", ""photographer"": ""Matthew Lewis"", ""peerUrls"": null}"
104396,1170265,Tilak Varma,2002-11-08,,M,left-hand bat,right-arm offbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/314700/314790.jpg","{""id"": 314790, ""objectId"": 1246747, ""slug"": ""tilak-varma-portrait"", ""url"": ""/db/PICTURES/CMS/314700/314790.jpg"", ""width"": 160, ""height"": 201, ""caption"": ""Tilak Varma portrait"", ""longCaption"": ""Tilak Varma portrait, January 2021"", ""credit"": ""ESPNcricinfo Ltd"", ""photographer"": null, ""peerUrls"": null}"
104752,1175423,Hrithik Shokeen,2000-08-14,,M,right-hand bat,right-arm offbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/357600/357636.4.jpg","{""id"": 357636, ""objectId"": 1367443, ""slug"": ""hrithik-shokeen-player-portrait"", ""url"": ""/db/PICTURES/CMS/357600/357636.4.jpg"", ""width"": 160, ""height"": 260, ""caption"": ""Hrithik Shokeen, player portrait"", ""longCaption"": ""Hrithik Shokeen, player portrait"", ""credit"": ""Mumbai Indians"", ""photographer"": null, ""peerUrls"": null}"
69227,592735,Sandeep Warrier,1991-04-04,,M,right-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/357400/357470.3.jpg","{""id"": 357470, ""objectId"": 1366994, ""slug"": ""sandeep-warrier-player-portrait"", ""url"": ""/db/PICTURES/CMS/357400/357470.3.jpg"", ""width"": 160, ""height"": 228, ""caption"": ""Sandeep Warrier, player portrait"", ""longCaption"": ""Sandeep Warrier, player portrait"", ""credit"": ""Mumbai Indians"", ""photographer"": null, ""peerUrls"": null}"
80807,826901,Daniel Sams,1992-10-27,,M,right-hand bat,left-arm fast-medium,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/309000/309061.png","{""id"": 309061, ""objectId"": 1232575, ""slug"": ""daniel-sams-portrait"", ""url"": ""/db/PICTURES/CMS/309000/309061.png"", ""width"": 160, ""height"": 201, ""caption"": ""Daniel Sams portrait"", ""longCaption"": ""Daniel Sams portrait, September 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
59261,390484,Jaydev Unadkat,1991-10-18,,M,right-hand bat,left-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302300/302392.jpg","{""id"": 302392, ""objectId"": 1220589, ""slug"": ""jaydev-unadkat-portrait"", ""url"": ""/db/PICTURES/CMS/302300/302392.jpg"", ""width"": 160, ""height"": 202, ""caption"": ""Jaydev Unadkat portrait"", ""longCaption"": ""Jaydev Unadkat portrait, April 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
89779,961713,Riley Meredith,1996-06-21,,M,right-hand bat,right-arm fast,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/313600/313637.1.jpg","{""id"": 313637, ""objectId"": 1243161, ""slug"": ""riley-meredith-player-portrait"", ""url"": ""/db/PICTURES/CMS/313600/313637.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Riley Meredith player portrait"", ""longCaption"": ""Riley Meredith player portrait"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
70640,625383,Jasprit Bumrah,1993-12-06,,M,right-hand bat,right-arm fast,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/356800/356849.1.png","{""id"": 356849, ""objectId"": 1365132, ""slug"": ""bumrah-player-portrait"", ""url"": ""/db/PICTURES/CMS/356800/356849.1.png"", ""width"": 160, ""height"": 206, ""caption"": ""Bumrah player portrait"", ""longCaption"": ""Bumrah player portrait"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
95094,1060380,Ruturaj Gaikwad,1997-01-31,,M,right-hand bat,right-arm offbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/356700/356779.1.png","{""id"": 356779, ""objectId"": 1364980, ""slug"": ""ruturaj-gaikwad-player-portrait"", ""url"": ""/db/PICTURES/CMS/356700/356779.1.png"", ""width"": 160, ""height"": 188, ""caption"": ""Ruturaj Gaikwad player portrait"", ""longCaption"": ""Ruturaj Gaikwad player portrait"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
64864,502714,Mitchell Santner,1992-02-05,,M,left-hand bat,slow left-arm orthodox,5,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/356800/356846.1.png","{""id"": 356846, ""objectId"": 1365128, ""slug"": ""santner-player-portrait"", ""url"": ""/db/PICTURES/CMS/356800/356846.1.png"", ""width"": 160, ""height"": 193, ""caption"": ""Santner player portrait"", ""longCaption"": ""Santner player portrait"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
74975,714451,Shivam Dube,1993-06-26,,M,left-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/356700/356768.1.png","{""id"": 356768, ""objectId"": 1364963, ""slug"": ""dube-player-portrait"", ""url"": ""/db/PICTURES/CMS/356700/356768.1.png"", ""width"": 160, ""height"": 200, ""caption"": ""Dube player portrait"", ""longCaption"": ""Dube player portrait"", ""credit"": ""Google"", ""photographer"": null, ""peerUrls"": null}"
49247,234675,Ravindra Jadeja,1988-12-06,,M,left-hand bat,slow left-arm orthodox,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302300/302394.jpg","{""id"": 302394, ""objectId"": 1220591, ""slug"": ""ravindra-jadeja-portrait"", ""url"": ""/db/PICTURES/CMS/302300/302394.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Ravindra Jadeja portrait"", ""longCaption"": ""Ravindra Jadeja portrait, April 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
60806,425943,Sanju Samson,1994-11-11,,M,right-hand bat,,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/318800/318843.jpg","{""id"": 318843, ""objectId"": 1257592, ""slug"": ""sanju-samson-portrait"", ""url"": ""/db/PICTURES/CMS/318800/318843.jpg"", ""width"": 160, ""height"": 199, ""caption"": ""Sanju Samson portrait"", ""longCaption"": ""Sanju Samson portrait, April 2021"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
53891,321777,David Miller,1989-06-10,,M,left-hand bat,right-arm offbreak,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/317900/317964.jpg","{""id"": 317964, ""objectId"": 1254932, ""slug"": ""david-miller-portrait"", ""url"": ""/db/PICTURES/CMS/317900/317964.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""David Miller portrait"", ""longCaption"": ""David Miller portrait, November 19, 2020"", ""credit"": ""Cricket South Africa"", ""photographer"": null, ""peerUrls"": null}"
4176,5390,Adam Gilchrist,1971-11-14,,M,left-hand bat,right-arm offbreak,2,,
60628,423838,Rahul Tewatia,1993-05-20,,M,left-hand bat,legbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/184200/184293.jpg","{""id"": 184293, ""objectId"": 739453, ""slug"": ""rahul-tewatia"", ""url"": ""/db/PICTURES/CMS/184200/184293.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Rahul Tewatia"", ""longCaption"": ""Rahul Tewatia"", ""credit"": ""Rajasthan Royals"", ""photographer"": null, ""peerUrls"": null}"
2347,45224,Herschelle Gibbs,1974-02-23,,M,right-hand bat,right-arm offbreak,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/146300/146343.1.jpg","{""id"": 146343, ""objectId"": 567985, ""slug"": ""herschelle-gibbs"", ""url"": ""/db/PICTURES/CMS/146300/146343.1.jpg"", ""width"": 160, ""height"": 192, ""caption"": ""Herschelle Gibbs"", ""longCaption"": ""Herschelle Gibbs"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
67312,550235,Tom Curran,1995-03-12,,M,right-hand bat,right-arm fast-medium,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304900/304934.jpg","{""id"": 304934, ""objectId"": 1224438, ""slug"": ""tom-curran-portrait"", ""url"": ""/db/PICTURES/CMS/304900/304934.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Tom Curran portrait"", ""longCaption"": ""Tom Curran, June 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
9570,38407,Scott Styris,1975-07-10,,M,right-hand bat,right-arm medium,5,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303600/303668.png","{""id"": 303668, ""objectId"": 1222466, ""slug"": ""scott-styris-portrait"", ""url"": ""/db/PICTURES/CMS/303600/303668.png"", ""width"": 160, ""height"": 201, ""caption"": ""Scott Styris portrait"", ""longCaption"": ""Scott Styris, May 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
8244,6938,Ashley Noffke,1977-04-30,,M,right-hand bat,right-arm fast-medium,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/109200/109209.1.jpg","{""id"": 109209, ""objectId"": 429156, ""slug"": ""ashley-noffke"", ""url"": ""/db/PICTURES/CMS/109200/109209.1.jpg"", ""width"": 160, ""height"": 213, ""caption"": ""Ashley Noffke"", ""longCaption"": ""Ashley Noffke, October 2009"", ""credit"": ""Western Australian Cricket Association"", ""photographer"": null, ""peerUrls"": null}"
